layer,head,accuracy
9,4,0.8447304907481898
9,5,0.8543845534995977
9,6,0.8720836685438456
9,7,0.8399034593724859
9,8,0.8366854384553499
9,9,0.8189863234111022
9,10,0.8527755430410298
9,11,0.8559935639581657
9,12,0.8704746580852776
9,13,0.8608205953338697
9,14,0.8688656476267096
9,15,0.7964601769911505
9,16,0.8109412711182623
9,17,0.7522123893805309
9,18,0.8230088495575221
9,19,0.7964601769911505
9,20,0.8576025744167337
9,21,0.7843925985518906
9,22,0.8471440064360418
9,23,0.8133547868061143
9,24,0.8688656476267096
9,25,0.8495575221238938
9,26,0.9058728881737731
9,27,0.8704746580852776
9,28,0.8535800482703138
9,29,0.7835880933226066
9,30,0.8366854384553499
9,31,0.8519710378117458
10,0,0.8921962992759453
10,1,0.8897827835880934
10,2,0.8551890587288817
10,3,0.8463395012067578
10,4,0.8728881737731295
10,5,0.8535800482703138
10,6,0.8157683024939663
10,7,0.8447304907481898
10,8,0.8656476267095736
10,9,0.8600160901045857
10,10,0.8704746580852776
10,11,0.8769106999195495
10,12,0.7900241351568785
10,13,0.8551890587288817
10,14,0.831053901850362
10,15,0.8664521319388576
10,16,0.8664521319388576
10,17,0.8769106999195495
10,18,0.8559935639581657
10,19,0.7731295253419147
10,20,0.8640386162510056
10,21,0.8503620273531778
10,22,0.8487530168946098
10,23,0.8608205953338697
10,24,0.8608205953338697
10,25,0.8543845534995977
10,26,0.8640386162510056
10,27,0.8921962992759453
10,28,0.7658889782783588
10,29,0.8173773129525342
10,30,0.8785197103781175
10,31,0.8680611423974256
11,0,0.8592115848753017
11,1,0.8479485116653258
11,2,0.833467417538214
11,3,0.8141592920353983
11,4,0.8865647626709574
11,5,0.8479485116653258
11,6,0.8390989541432019
11,7,0.8374899436846339
11,8,0.8584070796460177
11,9,0.8551890587288817
11,10,0.9002413515687852
11,11,0.8495575221238938
11,12,0.8608205953338697
11,13,0.7329042638777152
11,14,0.8222043443282381
11,15,0.8415124698310539
11,16,0.8833467417538214
11,17,0.8688656476267096
11,18,0.8101367658889783
11,19,0.8857602574416734
11,20,0.8616251005631537
11,21,0.8905872888173774
11,22,0.8857602574416734
11,23,0.8849557522123894
11,24,0.8181818181818182
11,25,0.8399034593724859
11,26,0.7819790828640386
11,27,0.8020917135961384
